staff_id,hotel_id,full_name,designation,salary,hire_date
4914,31,Staff 4914,Chef,58824.11,2025-01-09
4915,96,Staff 4915,Receptionist,78189.53,2023-04-18
4916,2,\N,Security,24361.75,2021-06-29
4917,44,Staff 4917,Chef,27721.82,2017-01-25
4918,58,Staff 4918,Manager,35125.6,2020-08-18
4919,35,Staff 4919,Security,74352.22,2018-02-17
4920,8,Staff 4920,Housekeeping,23516.8,2016-02-27
4921,20,Staff 4921,Housekeeping,80572.8,2017-02-06
4922,46,Staff 4922,Receptionist,25895.89,2022-03-23
4923,97,Staff 4923,\N,78647.03,2024-11-21
4924,77,\N,Chef,93956.35,2015-09-18
4925,83,Staff 4925,Receptionist,62792.86,2016-12-10
4926,82,Staff 4926,Chef,97551.94,2024-07-20
4927,84,Staff 4927,\N,54982.89,2020-04-09
4928,95,Staff 4928,Manager,80970.75,2023-12-08
4929,55,Staff 4929,Receptionist,56593.79,2022-09-21
4930,39,Staff 4930,Chef,70918.31,2017-03-28
4931,31,Staff 4931,Manager,50152.83,2016-05-05
4932,96,Staff 4932,Receptionist,89658.67,2024-12-13
4933,23,Staff 4933,Receptionist,30308.52,2018-11-26
4934,10,Staff 4934,Housekeeping,26950.89,2019-01-22
4935,40,Staff 4935,Manager,60098.15,2022-08-16
4936,57,Staff 4936,Manager,58788.84,2023-11-14
4937,93,Staff 4937,\N,29006.09,2017-10-05
4938,64,Staff 4938,Security,96179.81,2017-10-14
4939,96,Staff 4939,Chef,37755.38,2024-12-28
4940,56,\N,Receptionist,96411.25,2023-08-07
4941,72,Staff 4941,Chef,50201.19,2025-02-28
4942,89,Staff 4942,Chef,24146.95,2023-05-06
4943,3,Staff 4943,Housekeeping,29421.64,2025-03-06
4944,63,Staff 4944,Manager,22359.67,2018-06-23
4945,87,Staff 4945,\N,55288.94,2019-05-10
4946,91,Staff 4946,Receptionist,44311.56,2017-07-31
4947,90,Staff 4947,Housekeeping,69042.08,2024-08-07
4948,89,Staff 4948,\N,82810.89,2018-12-31
4949,49,Staff 4949,Security,90516.75,2018-07-30
4950,15,Staff 4950,\N,28310.01,2025-05-16
4951,14,Staff 4951,Security,67203.04,2018-05-06
4952,73,\N,Housekeeping,85416.26,2022-09-01
4953,72,Staff 4953,\N,55103.67,2020-11-14
4954,61,Staff 4954,Manager,26143.42,2023-07-28
4955,49,Staff 4955,Chef,50130.67,2020-02-09
4956,9,Staff 4956,Security,81611.5,2023-06-17
4957,69,\N,Manager,75989.55,2018-10-15
4958,72,Staff 4958,\N,73201.31,2020-11-21
4959,50,Staff 4959,\N,67602.49,2015-06-13
4960,85,Staff 4960,Security,47693.5,2019-10-22
4961,83,Staff 4961,Housekeeping,64118.68,2017-04-26
4962,89,Staff 4962,Chef,41022.02,2021-10-29
4963,85,Staff 4963,Receptionist,42162.03,2018-03-10
4964,55,Staff 4964,\N,59859.98,2016-03-03
4965,57,Staff 4965,Security,46367.07,2017-07-01
4966,88,Staff 4966,Housekeeping,48259.8,2022-04-12
4967,95,Staff 4967,\N,68939.56,2018-08-28
4968,87,Staff 4968,Manager,48965.6,2018-05-24
4969,29,Staff 4969,Chef,37550.73,2021-09-15
4970,26,Staff 4970,Housekeeping,27706.79,2023-03-17
4971,16,Staff 4971,\N,46017.54,2017-04-12
4972,42,Staff 4972,Security,64401.13,2023-10-16
4973,53,Staff 4973,Receptionist,83532.89,2022-10-22
4974,16,Staff 4974,Manager,94158.02,2021-08-19
4975,3,Staff 4975,Housekeeping,35165.36,2024-03-15
4976,95,Staff 4976,Manager,38740.86,2019-07-07
4977,33,\N,Receptionist,52484.88,2021-08-25
4978,94,Staff 4978,Receptionist,37807.51,2017-06-16
4979,47,Staff 4979,Manager,94582.95,2025-05-28
4980,50,Staff 4980,Manager,78641.07,2016-08-31
4981,72,Staff 4981,Housekeeping,88866.86,2020-06-26
4982,32,\N,Housekeeping,54703.53,2021-07-03
4983,3,Staff 4983,Receptionist,28148.97,2022-03-19
4984,90,Staff 4984,Manager,38093.0,2017-04-18
4985,91,\N,Chef,82740.48,2023-05-05
4986,64,Staff 4986,Security,55353.16,2019-04-30
4987,49,Staff 4987,Security,22248.42,2018-12-21
4988,97,Staff 4988,\N,64747.76,2018-08-04
4989,40,Staff 4989,Receptionist,26084.4,2024-09-18
4990,89,Staff 4990,Receptionist,40201.86,2017-10-07
4991,87,Staff 4991,Manager,58681.34,2016-11-23
4992,10,Staff 4992,Chef,78042.42,2016-05-05
4993,37,Staff 4993,Receptionist,51825.59,2019-11-26
4994,47,Staff 4994,\N,82242.08,2021-07-08
4995,29,Staff 4995,Security,78964.63,2019-10-09
4996,92,Staff 4996,Security,51010.49,2016-09-02
4997,73,Staff 4997,Manager,77293.01,2019-01-22
4998,28,Staff 4998,Manager,88401.19,2020-12-19
4999,52,Staff 4999,Manager,82959.01,2017-08-31
5000,45,Staff 5000,Housekeeping,22532.07,2020-08-24
5001,19,\N,Receptionist,76796.02,2017-09-12
5002,46,Staff 5002,Manager,22346.12,2016-12-16
5003,58,Staff 5003,Receptionist,75562.69,2025-04-14
5004,100,Staff 5004,\N,90968.56,2021-12-24
5005,71,Staff 5005,Manager,30834.33,2019-03-26
5006,96,Staff 5006,Receptionist,24155.36,2019-09-21
5007,6,Staff 5007,Chef,38032.55,2016-03-06
5008,53,Staff 5008,Receptionist,68147.75,2024-06-09
5009,52,Staff 5009,Chef,84271.79,2018-09-28
5010,50,\N,Manager,89733.32,2018-08-07
5011,86,Staff 5011,Chef,26471.46,2017-08-08
5012,17,\N,Receptionist,88826.73,2018-08-23
5013,37,Staff 5013,\N,87330.98,2017-05-26
5014,15,Staff 5014,Housekeeping,61455.55,2024-05-16
5015,7,Staff 5015,Housekeeping,31040.87,2018-11-30
5016,47,Staff 5016,Chef,79654.05,2017-06-21
5017,8,Staff 5017,Manager,63604.63,2021-10-16
5018,81,Staff 5018,Chef,72193.82,2021-08-04
5019,34,Staff 5019,\N,76343.9,2018-08-06
5020,76,Staff 5020,Manager,55402.2,2019-11-14
5021,78,\N,Housekeeping,40114.89,2016-10-06
5022,70,Staff 5022,Receptionist,23422.61,2015-09-16
5023,30,Staff 5023,Chef,91850.16,2021-04-10
5024,86,Staff 5024,Receptionist,60923.03,2015-09-06
5025,1,Staff 5025,Housekeeping,53061.08,2016-06-24
5026,30,\N,Chef,31530.05,2016-08-20
5027,8,Staff 5027,Manager,87767.9,2019-04-18
5028,63,\N,Housekeeping,39365.8,2022-03-20
5029,45,Staff 5029,\N,78555.49,2022-12-11
5030,57,Staff 5030,Security,55826.28,2020-05-18
5031,11,Staff 5031,Housekeeping,68050.8,2016-09-12
5032,36,\N,Receptionist,50583.83,2024-12-18
5033,53,Staff 5033,\N,71197.85,2015-12-14
5034,32,Staff 5034,Housekeeping,34305.75,2021-05-30
5035,20,Staff 5035,Housekeeping,83640.5,2023-10-10
5036,16,Staff 5036,\N,95176.71,2016-11-17
5037,84,Staff 5037,Manager,86251.92,2025-05-26
5038,58,Staff 5038,Security,24603.28,2020-01-23
5039,84,Staff 5039,Security,97445.85,2023-08-01
5040,46,\N,Security,95480.13,2021-02-16
5041,85,Staff 5041,Receptionist,83773.28,2024-04-20
5042,83,Staff 5042,\N,60460.65,2018-08-25
5043,85,Staff 5043,Security,99695.9,2022-07-02
5044,24,Staff 5044,Chef,93721.36,2016-08-20
5045,65,Staff 5045,Manager,97804.03,2022-08-23
5046,72,Staff 5046,Manager,97483.32,2016-03-03
5047,23,Staff 5047,Receptionist,78767.36,2021-10-24
5048,8,Staff 5048,Security,27245.06,2017-09-15
5049,5,Staff 5049,Chef,84964.8,2015-09-28
5050,96,\N,Security,35801.27,2017-08-27
5051,85,Staff 5051,\N,38945.92,2021-05-14
5052,42,Staff 5052,Housekeeping,46336.26,2015-12-22
5053,58,Staff 5053,\N,34616.96,2017-09-07
5054,69,Staff 5054,Chef,24197.94,2019-11-28
5055,6,Staff 5055,Security,75500.89,2016-08-24
5056,48,Staff 5056,Chef,39411.93,2023-01-11
5057,70,Staff 5057,Chef,48189.47,2019-09-11
5058,71,Staff 5058,Manager,54626.91,2019-06-02
5059,5,Staff 5059,Security,30802.99,2022-07-28
5060,38,Staff 5060,Receptionist,30322.45,2023-04-30
5061,32,Staff 5061,Manager,83476.21,2021-05-04
5062,46,Staff 5062,Housekeeping,60004.33,2021-10-21
5063,66,Staff 5063,Chef,33170.59,2016-05-14
5064,24,Staff 5064,Manager,20377.74,2018-02-18
5065,53,Staff 5065,Chef,30715.84,2015-07-29
5066,44,Staff 5066,Receptionist,62135.2,2023-11-10
5067,34,Staff 5067,Security,57445.86,2017-06-06
5068,55,Staff 5068,Manager,46791.33,2017-03-28
5069,30,Staff 5069,Receptionist,95229.43,2018-05-03
5070,12,Staff 5070,Chef,94762.88,2022-06-10
5071,97,Staff 5071,Housekeeping,23185.78,2019-09-26
5072,56,Staff 5072,Chef,55259.77,2022-09-17
5073,6,Staff 5073,Manager,23598.23,2020-08-20
5074,54,Staff 5074,Security,77690.09,2020-12-17
5075,48,Staff 5075,Housekeeping,48356.67,2023-07-08
5076,33,Staff 5076,Manager,97722.78,2020-06-13
5077,45,Staff 5077,\N,53085.71,2017-11-24
5078,46,Staff 5078,Security,38618.6,2021-09-17
5079,52,Staff 5079,Housekeeping,33634.93,2020-06-09
5080,87,\N,Housekeeping,89065.94,2017-03-08
5081,23,\N,Manager,70988.18,2017-07-30
5082,23,Staff 5082,Receptionist,55189.36,2022-04-03
5083,37,Staff 5083,Security,48113.28,2016-10-05
5084,54,Staff 5084,Manager,34933.81,2020-10-23
5085,22,Staff 5085,Manager,80134.7,2016-04-24
5086,87,Staff 5086,Receptionist,31935.41,2019-04-25
5087,78,Staff 5087,Receptionist,80338.92,2023-06-10
5088,50,Staff 5088,Chef,88422.22,2023-01-25
5089,75,Staff 5089,Housekeeping,43143.94,2020-05-28
5090,78,Staff 5090,Manager,29522.5,2020-10-05
5091,97,Staff 5091,Security,60015.7,2025-01-18
5092,65,Staff 5092,Security,57608.06,2024-11-15
5093,50,Staff 5093,\N,24363.42,2024-01-17
5094,93,Staff 5094,Manager,54329.05,2022-03-09
5095,93,Staff 5095,\N,85519.19,2017-10-12
5096,27,Staff 5096,\N,43740.56,2021-10-11
5097,70,\N,Housekeeping,45499.54,2018-06-16
5098,26,\N,Housekeeping,46739.4,2016-10-16
5099,63,\N,\N,31190.38,2024-03-15
5100,36,Staff 5100,Housekeeping,55043.63,2020-11-25
5101,98,Staff 5101,Receptionist,56008.96,2019-07-18
5102,53,\N,Manager,45138.87,2020-08-18
5103,62,Staff 5103,Receptionist,87314.08,2020-12-08
5104,10,Staff 5104,Manager,84964.15,2017-09-02
5105,70,Staff 5105,Manager,38105.6,2024-05-23
5106,52,Staff 5106,Chef,49377.55,2021-07-01
5107,15,\N,Manager,50898.11,2017-08-02
5108,29,Staff 5108,Receptionist,21864.55,2017-09-14
5109,10,Staff 5109,Receptionist,88160.77,2020-04-26
5110,11,Staff 5110,Chef,74291.63,2021-06-20
5111,29,Staff 5111,Receptionist,57570.73,2022-02-13
5112,55,\N,Chef,61552.39,2020-10-04
5113,32,Staff 5113,Manager,92958.04,2025-03-06
5114,50,\N,Manager,65577.94,2023-09-15
5115,77,\N,\N,63025.7,2020-05-20
5116,8,Staff 5116,Manager,89967.25,2020-12-21
5117,16,Staff 5117,Chef,76041.7,2017-12-10
5118,45,\N,Manager,92382.14,2019-06-13
5119,27,Staff 5119,Housekeeping,87745.56,2022-07-23
5120,72,\N,Housekeeping,98839.21,2020-08-20
5121,31,Staff 5121,Security,45787.67,2023-10-29
5122,61,\N,Manager,23771.77,2021-02-05
5123,30,\N,\N,96703.13,2018-09-19
5124,42,Staff 5124,\N,20708.36,2024-11-16
5125,48,Staff 5125,\N,71485.63,2024-01-01
5126,15,Staff 5126,Security,94167.95,2018-03-15
5127,98,\N,\N,84408.64,2025-01-20
5128,43,Staff 5128,\N,89678.06,2024-10-17
5129,79,Staff 5129,Security,85133.7,2024-06-11
5130,26,Staff 5130,\N,65352.82,2017-02-22
5131,59,\N,Chef,66682.22,2019-08-08
5132,63,\N,Receptionist,49405.35,2022-07-07
5133,87,Staff 5133,Manager,38285.83,2017-07-06
5134,59,Staff 5134,Chef,76385.62,2022-01-22
5135,12,Staff 5135,Receptionist,80605.52,2018-09-29
5136,2,\N,Receptionist,46044.71,2021-08-31
5137,10,Staff 5137,Receptionist,26060.06,2018-04-27
5138,54,Staff 5138,Security,20081.12,2017-06-22
5139,38,Staff 5139,Security,80998.16,2025-02-19
5140,44,\N,Manager,23344.92,2024-12-18
5141,98,Staff 5141,\N,59038.27,2023-05-04
5142,22,Staff 5142,\N,58310.01,2021-10-02
5143,46,Staff 5143,Housekeeping,94933.45,2016-01-16
5144,19,Staff 5144,Housekeeping,64209.96,2019-02-03
5145,99,\N,Housekeeping,54488.86,2015-11-19
5146,39,Staff 5146,Manager,51697.08,2024-08-26
5147,7,Staff 5147,Chef,42843.52,2015-08-31
5148,8,Staff 5148,Receptionist,33947.93,2020-05-23
5149,2,Staff 5149,\N,23617.65,2015-10-15
5150,81,Staff 5150,Security,66372.88,2015-06-04
5151,50,Staff 5151,Manager,34535.25,2016-02-16
5152,17,Staff 5152,\N,41086.49,2021-01-21
5153,8,Staff 5153,Security,91986.46,2022-08-11
5154,63,Staff 5154,Security,39663.44,2024-04-15
5155,17,Staff 5155,Chef,31106.7,2021-08-09
5156,94,\N,Housekeeping,23407.73,2016-12-30
5157,86,\N,Receptionist,34471.23,2017-01-10
5158,79,Staff 5158,Chef,90595.58,2023-12-29
5159,47,Staff 5159,Security,35993.83,2024-06-09
5160,29,Staff 5160,Receptionist,68237.48,2020-07-28
5161,87,Staff 5161,Security,81224.77,2025-04-22
5162,70,Staff 5162,Security,20339.23,2020-09-01
5163,22,\N,\N,23848.16,2015-11-05
5164,87,Staff 5164,\N,52536.12,2017-09-12
5165,82,Staff 5165,\N,89976.68,2022-10-05
5166,6,Staff 5166,\N,32994.24,2023-08-17
5167,33,Staff 5167,Security,21361.78,2023-01-10
5168,76,Staff 5168,Housekeeping,23265.22,2023-02-24
5169,46,Staff 5169,Housekeeping,95657.12,2019-03-15
5170,36,Staff 5170,Chef,27736.53,2021-05-21
5171,76,Staff 5171,Housekeeping,84197.38,2015-11-10
5172,65,Staff 5172,Manager,79851.32,2023-10-14
5173,34,Staff 5173,Receptionist,97027.29,2019-12-03
5174,78,Staff 5174,Receptionist,77227.46,2023-03-31
5175,47,Staff 5175,Manager,25139.78,2015-08-22
5176,80,Staff 5176,Housekeeping,90557.72,2020-09-22
5177,39,Staff 5177,Manager,76496.9,2023-10-31
5178,30,Staff 5178,Housekeeping,88983.41,2016-05-20
5179,55,Staff 5179,Manager,72209.77,2022-01-07
5180,72,Staff 5180,\N,47203.46,2023-05-12
5181,78,Staff 5181,Manager,76643.18,2018-09-03
5182,18,Staff 5182,Receptionist,95278.61,2016-03-26
5183,48,Staff 5183,Security,72117.08,2018-09-23
5184,94,Staff 5184,\N,39495.97,2018-08-18
5185,38,Staff 5185,Housekeeping,20006.22,2024-02-04
5186,66,\N,Manager,29529.48,2016-04-22
5187,63,Staff 5187,Chef,52361.22,2018-09-26
5188,61,Staff 5188,\N,26706.9,2018-10-31
5189,51,\N,Manager,73983.59,2022-03-24
5190,85,Staff 5190,Security,73071.01,2016-03-23
5191,16,Staff 5191,Manager,96196.68,2017-05-16
5192,39,Staff 5192,Chef,26137.53,2021-05-13
5193,25,Staff 5193,Chef,87987.8,2024-01-15
5194,85,Staff 5194,Manager,23364.95,2018-06-28
5195,80,Staff 5195,Manager,32469.88,2019-05-26
5196,91,Staff 5196,Receptionist,65605.81,2017-05-16
5197,62,Staff 5197,Chef,46031.09,2019-01-02
5198,1,Staff 5198,Manager,67920.22,2023-10-27
5199,90,Staff 5199,\N,90606.02,2025-02-22
5200,3,Staff 5200,Chef,50104.19,2016-03-03
5201,88,\N,\N,49209.63,2023-07-27
5202,12,Staff 5202,Housekeeping,95739.16,2021-05-10
5203,97,Staff 5203,Chef,99830.97,2022-07-30
5204,73,Staff 5204,Manager,79873.73,2016-01-22
5205,61,\N,Security,50408.06,2022-04-20
5206,24,Staff 5206,Housekeeping,41611.14,2016-04-12
5207,33,Staff 5207,Security,82698.95,2018-05-02
5208,21,Staff 5208,Housekeeping,50864.39,2021-02-15
5209,47,Staff 5209,Chef,60240.58,2022-02-24
5210,100,Staff 5210,Chef,41704.19,2023-10-05
5211,78,Staff 5211,Manager,46546.45,2017-03-21
5212,55,Staff 5212,Manager,44520.71,2019-03-30
5213,19,Staff 5213,Chef,37160.67,2017-02-22
5214,92,Staff 5214,Manager,70328.6,2015-06-18
5215,93,Staff 5215,Manager,77809.9,2020-12-23
5216,54,Staff 5216,\N,44391.78,2025-04-02
5217,71,Staff 5217,\N,34403.33,2024-04-15
5218,37,Staff 5218,Security,31624.19,2024-11-14
5219,9,\N,\N,55237.91,2024-05-31
5220,99,Staff 5220,Chef,72164.2,2022-05-04
5221,1,Staff 5221,Housekeeping,59028.11,2022-04-08
5222,65,\N,\N,57584.35,2018-09-02
5223,62,\N,Security,96636.37,2017-02-28
5224,63,Staff 5224,Manager,70458.81,2018-12-09
5225,56,Staff 5225,Manager,64692.57,2025-01-08
5226,29,Staff 5226,Chef,52253.25,2015-06-05
5227,7,Staff 5227,Security,77361.34,2023-11-24
5228,24,Staff 5228,Security,85267.98,2019-04-11
5229,10,Staff 5229,Chef,74951.03,2021-06-28
5230,87,Staff 5230,Chef,87262.97,2017-11-17
5231,98,Staff 5231,\N,28533.81,2017-11-15
5232,49,Staff 5232,Security,50785.98,2018-02-04
5233,55,Staff 5233,\N,85267.76,2022-10-06
5234,1,Staff 5234,Housekeeping,96219.94,2023-09-27
5235,96,Staff 5235,Manager,74987.46,2020-09-11
5236,86,Staff 5236,Housekeeping,81705.31,2025-03-10
5237,21,Staff 5237,Manager,82317.98,2021-01-13
5238,80,Staff 5238,Receptionist,99976.5,2021-05-28
5239,39,Staff 5239,Manager,76843.18,2020-03-14
5240,25,Staff 5240,Receptionist,78188.5,2021-08-10
5241,41,\N,\N,90110.92,2018-06-08
5242,11,Staff 5242,Chef,24414.58,2024-12-24
5243,2,Staff 5243,Receptionist,81304.28,2023-12-27
5244,76,Staff 5244,Security,87260.98,2021-05-08
5245,4,Staff 5245,Chef,66528.33,2021-07-07
5246,65,Staff 5246,Chef,86920.78,2023-07-02
5247,84,Staff 5247,Receptionist,28909.35,2023-01-08
5248,92,\N,Manager,32623.94,2020-10-28
5249,19,Staff 5249,Housekeeping,90021.47,2017-10-20
5250,49,Staff 5250,Housekeeping,92585.04,2017-07-01
5251,60,Staff 5251,Manager,81032.29,2015-09-17
5252,1,Staff 5252,Receptionist,71507.86,2023-11-10
5253,54,Staff 5253,Security,52597.1,2020-10-27
5254,13,Staff 5254,\N,77545.76,2016-09-24
5255,49,Staff 5255,Chef,20794.29,2019-11-05
5256,73,Staff 5256,Chef,55688.24,2024-06-15
5257,74,Staff 5257,Manager,36065.9,2024-06-01
5258,4,Staff 5258,Housekeeping,30591.77,2022-10-07
5259,93,\N,Chef,22359.95,2019-04-16
5260,41,Staff 5260,Manager,55458.12,2016-10-23
5261,38,Staff 5261,Receptionist,28726.23,2023-05-26
5262,86,Staff 5262,Security,62163.61,2018-09-19
5263,20,Staff 5263,Manager,65443.25,2018-02-10
5264,93,Staff 5264,Receptionist,58760.55,2024-05-02
5265,7,Staff 5265,Security,52403.31,2017-10-13
5266,78,\N,Housekeeping,50819.12,2022-09-30
5267,67,Staff 5267,Receptionist,60812.69,2023-12-09
5268,13,Staff 5268,Housekeeping,48587.26,2018-04-24
5269,82,Staff 5269,Chef,39837.07,2019-01-21
5270,50,Staff 5270,Receptionist,39768.68,2018-05-13
5271,47,Staff 5271,Security,57514.37,2017-02-23
5272,25,Staff 5272,Security,45609.22,2025-01-26
5273,85,Staff 5273,Security,89321.55,2017-09-02
5274,37,Staff 5274,Chef,28711.83,2020-01-06
5275,42,Staff 5275,Manager,42103.31,2016-07-23
5276,60,Staff 5276,Security,37709.51,2019-05-16
5277,73,Staff 5277,Security,32021.43,2024-12-10
5278,56,Staff 5278,Housekeeping,55932.8,2015-08-28
5279,96,Staff 5279,Manager,72178.89,2015-11-12
5280,23,Staff 5280,Manager,74663.21,2019-02-16
5281,88,Staff 5281,\N,81510.81,2020-10-29
5282,23,Staff 5282,Housekeeping,49895.16,2017-09-21
5283,29,Staff 5283,Security,24179.41,2016-04-24
5284,73,Staff 5284,Housekeeping,68301.22,2024-07-21
5285,22,Staff 5285,Chef,76769.67,2021-03-25
5286,5,Staff 5286,Housekeeping,56825.39,2022-06-23
5287,41,Staff 5287,Receptionist,81455.91,2016-02-07
5288,28,Staff 5288,\N,21383.86,2022-02-17
5289,22,Staff 5289,Manager,37074.06,2015-10-20
5290,7,Staff 5290,Housekeeping,95962.04,2015-06-14
5291,28,Staff 5291,Manager,39155.5,2018-05-05
5292,22,Staff 5292,Security,27063.0,2021-02-15
5293,15,\N,Housekeeping,48612.91,2017-02-20
5294,51,Staff 5294,Manager,30535.89,2020-06-11
5295,14,Staff 5295,Receptionist,54365.96,2022-07-26
5296,79,Staff 5296,Security,94712.01,2016-07-14
5297,43,Staff 5297,Security,94810.18,2015-11-20
5298,18,Staff 5298,\N,44221.85,2019-11-23
5299,22,Staff 5299,Manager,76296.42,2022-11-07
5300,27,Staff 5300,Manager,72634.73,2016-02-26
5301,68,\N,Chef,25004.14,2017-06-22
5302,65,Staff 5302,\N,86689.72,2015-06-20
5303,5,Staff 5303,Receptionist,70188.6,2016-04-15
5304,6,\N,Chef,33967.71,2017-12-15
5305,48,Staff 5305,Chef,62123.39,2024-10-26
5306,57,Staff 5306,Security,50156.15,2019-04-28
5307,44,Staff 5307,Receptionist,54875.83,2022-08-18
5308,25,Staff 5308,Chef,74738.07,2021-06-06
5309,4,Staff 5309,Chef,85968.83,2016-10-17
5310,81,\N,Receptionist,89360.07,2018-09-04
5311,100,Staff 5311,\N,80104.76,2021-07-03
5312,64,Staff 5312,Manager,73838.83,2017-10-24
5313,85,Staff 5313,Receptionist,80052.58,2021-01-18
5314,13,Staff 5314,\N,24413.06,2022-09-12
5315,97,Staff 5315,Manager,54341.3,2021-03-19
5316,15,Staff 5316,Chef,35214.45,2022-03-07
5317,42,Staff 5317,Security,46085.15,2024-10-30
5318,12,Staff 5318,Chef,55519.9,2019-12-22
5319,9,Staff 5319,Manager,52168.79,2016-10-02
5320,7,Staff 5320,Chef,37639.78,2016-02-10
5321,7,Staff 5321,Receptionist,63772.71,2022-03-05
5322,1,\N,Manager,56383.42,2024-04-18
5323,93,Staff 5323,\N,69339.68,2021-06-13
5324,97,Staff 5324,\N,84972.98,2017-01-02
5325,28,Staff 5325,Housekeeping,47029.51,2018-07-07
5326,100,Staff 5326,Manager,94906.75,2015-12-05
5327,25,Staff 5327,Security,99600.69,2023-09-23
5328,52,Staff 5328,Security,64856.85,2024-12-23
5329,59,Staff 5329,Manager,36122.44,2020-07-07
5330,83,Staff 5330,\N,91892.01,2023-06-26
5331,68,Staff 5331,Receptionist,89079.38,2023-09-17
5332,64,Staff 5332,Security,32698.46,2017-09-02
5333,26,Staff 5333,Chef,71884.36,2020-07-12
5334,87,\N,Chef,65572.27,2022-05-10
5335,17,Staff 5335,Housekeeping,63354.55,2016-09-01
5336,9,Staff 5336,\N,77781.84,2015-07-12
5337,86,Staff 5337,Chef,42150.84,2023-12-15
5338,2,Staff 5338,Chef,58566.52,2016-06-29
5339,92,Staff 5339,Housekeeping,43807.69,2018-03-28
5340,51,\N,Manager,90339.44,2016-05-13
5341,57,Staff 5341,Manager,41594.19,2020-04-28
5342,47,Staff 5342,\N,41828.98,2020-03-22
5343,100,\N,\N,49853.19,2015-12-17
5344,85,Staff 5344,Receptionist,76804.37,2024-05-02
5345,14,Staff 5345,Receptionist,77227.55,2023-11-17
5346,78,Staff 5346,Housekeeping,46976.25,2022-07-28
5347,87,Staff 5347,Receptionist,67635.53,2023-06-07
5348,81,Staff 5348,Receptionist,59517.71,2020-05-12
5349,87,Staff 5349,Chef,39437.79,2022-10-21
5350,95,Staff 5350,Receptionist,63680.38,2017-09-20
5351,6,Staff 5351,Chef,22964.07,2021-01-16
5352,52,Staff 5352,Security,59468.76,2018-08-01
5353,83,Staff 5353,Manager,24541.88,2024-11-12
5354,43,Staff 5354,\N,57292.04,2018-10-01
5355,31,\N,Receptionist,50440.76,2016-01-17
5356,37,Staff 5356,Security,69779.09,2023-02-13
5357,30,Staff 5357,Security,85987.47,2017-08-27
5358,59,Staff 5358,Chef,87100.14,2019-10-13
5359,55,Staff 5359,\N,58666.47,2020-12-08
5360,13,\N,Security,43398.07,2016-03-19
5361,82,\N,Receptionist,41133.98,2024-09-28
5362,100,Staff 5362,Manager,71629.23,2023-02-12
5363,94,\N,\N,66097.79,2016-08-10
5364,97,Staff 5364,Housekeeping,29021.13,2017-07-07
5365,75,Staff 5365,Security,41999.58,2019-04-12
5366,79,Staff 5366,Security,53091.28,2019-12-04
5367,24,Staff 5367,Security,35672.21,2015-08-21
5368,54,Staff 5368,\N,90540.0,2020-08-03
5369,2,Staff 5369,Manager,67662.3,2021-10-11
5370,97,Staff 5370,Housekeeping,75653.49,2023-03-12
5371,21,Staff 5371,Chef,23211.73,2017-04-14
5372,88,\N,Chef,48197.21,2023-02-23
5373,35,Staff 5373,Housekeeping,48084.15,2022-08-23
5374,73,Staff 5374,\N,63805.14,2020-04-13
5375,11,\N,Security,67696.26,2021-09-02
5376,99,Staff 5376,Housekeeping,52156.27,2021-06-18
5377,82,Staff 5377,Chef,60671.0,2018-12-25
5378,91,Staff 5378,Chef,81141.74,2023-09-13
5379,24,Staff 5379,Security,88490.49,2017-02-11
5380,45,Staff 5380,Security,48792.5,2018-06-26
5381,72,Staff 5381,Housekeeping,38958.62,2016-09-23
5382,49,Staff 5382,Chef,45595.64,2020-01-14
5383,73,Staff 5383,Manager,77486.39,2023-06-24
5384,44,Staff 5384,Housekeeping,61338.92,2016-02-12
5385,43,Staff 5385,Security,45482.88,2023-08-22
5386,24,Staff 5386,Housekeeping,48175.62,2020-07-15
5387,96,\N,Chef,94908.21,2021-07-06
5388,51,\N,Security,57526.46,2015-08-17
5389,46,Staff 5389,Receptionist,26070.62,2025-01-25
5390,18,Staff 5390,\N,78856.23,2017-11-21
5391,45,Staff 5391,Chef,79413.46,2018-03-06
5392,65,\N,Manager,28084.28,2025-01-07
5393,96,Staff 5393,\N,84628.9,2022-08-18
5394,75,Staff 5394,Receptionist,83336.46,2019-03-15
5395,43,Staff 5395,Security,28605.91,2023-08-23
5396,31,\N,Housekeeping,94810.6,2021-07-10
5397,66,Staff 5397,\N,39180.94,2024-12-26
5398,92,Staff 5398,Manager,93808.26,2023-08-29
5399,99,Staff 5399,\N,62190.47,2020-07-01
5400,23,Staff 5400,Security,30635.33,2024-12-26
5401,5,Staff 5401,Security,54538.83,2020-04-21
5402,42,Staff 5402,Receptionist,78391.97,2016-03-29
5403,37,Staff 5403,Manager,80762.8,2022-01-05
5404,45,Staff 5404,Manager,77208.87,2016-08-24
5405,26,Staff 5405,Security,97552.2,2021-06-13
5406,44,Staff 5406,Receptionist,52085.97,2024-04-29
5407,58,Staff 5407,Security,64821.8,2017-09-14
5408,96,Staff 5408,Manager,43991.36,2019-12-16
5409,89,Staff 5409,Security,73310.57,2016-09-13
5410,99,Staff 5410,Security,92270.82,2023-11-22
5411,81,Staff 5411,\N,60148.23,2021-03-18
5412,94,\N,Manager,64515.57,2023-11-20
5413,85,Staff 5413,Chef,22520.57,2017-06-01
5414,49,Staff 5414,Receptionist,69940.64,2023-01-06
